Index	File_Profile_name	TM_Profile_Name	Description	Source_TM_To_Import_To_StorageTM	Source_TM_To_Import_To_ReferenceTM	SRX_Rule_Set	SRX_Rule_Set_File_Path	Storage_TM	Save_Unlocalized_Segments_to_TM	Save_Localized_Segments_to_TM	Save_Wholly_Internal_Text_Segments_to_TM 	Save_Exact_Match_Segments_to_TM	Save_Approved_Segments_to_TM	Save_Unlocalized_Segments_to_Page_TM	Leverage_Localizables	Leverage_Exact_Matches_Only	Apply_SID_ICE_Promotion_Only	Apply_SID_Hash_ICE_Promotion	Apply_SID_Hash_Bracketed_ICE_Promotion	Leverage_Approved_translations_from_selected_Reference_TM	Leverage_In_progress_translations_from_the_Job	and_from_Jobs_that_write_to_the_Storage_TM	and_from_Jobs_that_write_to_selected_Reference_TM	Stop_search_after_hitting_100_match	Reference_TM	Type_sensitive_Leveraging	Case_sensitive_Leveraging	Whitespace_sensitive_Leveraging	Code_sensitive_Leveraging	Reference_TM_2	Reference_TM_2_TM	Multilingual_Leveraging	Auto_Repair_Placeholders	Get_Unique_from_Multiple_Exact_Matches	Multiple_Exact_Matches	Leverage_Match_Threshold	Number_of_Matches	Display_TM_Matches_by	Choose_Latest_Match	Type_sensitive_Leveraging_2	No_Multiple_Exact_Matches	TU_Attributes_Match_Prioritising_Rules	Source_Locale	Target_Locale_Short	Target_Locale_Long	Target_Locale_Workflows	Target_Locale_code	TMP_SourceFile
Case_35	TMP_Reference_TM_2_Checked	TMP_Reference_TM_2_T	TMP_Reference_TM_2_Checked	x	TestMatrix\Setup\TM_Profile\Reference_TM_2_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Reference_TM_2_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Reference_TM_2_Checked_Reference	o	o	o	o	10	TMP_Reference_TM_2_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Reference_TM_2_Checked\Welocalize_Company.html
Case_36	TMP_Reference_TM_2_Unchecked	TMP_Reference_TM_2_F	TMP_Reference_TM_2_Unchecked	x	TestMatrix\Setup\TM_Profile\Reference_TM_2_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Reference_TM_2_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Reference_TM_2_Unchecked_Reference	o	o	o	o	1	o	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Reference_TM_2_Unchecked\Welocalize_Company.html
Case_37	TMP_Multilingual_Leveraging_Checked	TMP_Multilingual_T	TMP_Multilingual_Leveraging_Checked	x	TestMatrix\Setup\TM_Profile\Multilingual_Leveraging_Checked\tm_Multilingual Leveraging.xml	o	o	TMP_Multilingual_Leveraging_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multilingual_Leveraging_Checked_Reference	o	o	o	o	o	o	yes	o	o	o	o	o	o	o	o	o	o	French (France) [fr_FR]	de_DE	German (Germany) [de_DE]	fr_FR_de_DE_T_fr_FR_de_DE 	25	TestMatrix\Setup\TM_Profile\Multilingual_Leveraging_Checked\Welocalize_Company_FR.html
Case_38	TMP_Multilingual_Leveraging_Unchecked	TMP_Multilingual_F	TMP_Multilingual_Leveraging_Unchecked	x	TestMatrix\Setup\TM_Profile\Multilingual_Leveraging_Unchecked\tm_Multilingual Leveraging.xml	o	o	TMP_Multilingual_Leveraging_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multilingual_Leveraging_Unchecked_Reference	o	o	o	o	o	o	no	o	o	o	o	o	o	o	o	o	o	French (France) [fr_FR]	de_DE	German (Germany) [de_DE]	fr_FR_de_DE_T_fr_FR_de_DE 	25	TestMatrix\Setup\TM_Profile\Multilingual_Leveraging_Unchecked\Welocalize_Company_FR.html
Case_39	TMP_Auto_Repair_Placeholders_Checked	TMP_Auto_Repair_T	TMP_Auto_Repair_Placeholders_Checked	x	TestMatrix\Setup\TM_Profile\Auto_Repair_Placeholders_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Auto_Repair_Placeholders_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Auto_Repair_Placeholders_Checked_Reference	o	o	o	o	o	o	o	yes	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Auto_Repair_Placeholders_Checked\Welocalize_Company.html
Case_40	TMP_Auto_Repair_Placeholders_Unchecked	TMP_Auto_Repair_F	TMP_Auto_Repair_Placeholders_Unchecked	x	TestMatrix\Setup\TM_Profile\Auto_Repair_Placeholders_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Auto_Repair_Placeholders_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Auto_Repair_Placeholders_Unchecked_Reference	o	o	o	o	o	o	o	no	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Auto_Repair_Placeholders_Unchecked\Welocalize_Company.html
Case_41	TMP_Get_Unique_from_Multiple_Exact_Matches_Checked	TMP_Get_Unique_T	TMP_Get_Unique_from_Multiple_Exact_Matches_Checked	x	TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Checked\tm_100_InContext_Fuzzy_NoMatch.xml,TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Get_Unique_from_Multiple_Exact_Matches_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Get_Unique_from_Multiple_Exact_Matches_Checked_Ref_1,TMP_Get_Unique_from_Multiple_Exact_Matches_Checked_Ref_2	o	o	o	o	o	o	o	o	yes	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Checked\Welocalize_Company.html
Case_42	TMP_Get_Unique_from_Multiple_Exact_Matches_Unchecked	TMP_Get_Unique_F	TMP_Get_Unique_from_Multiple_Exact_Matches_Unchecked	x	TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml,TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Get_Unique_from_Multiple_Exact_Matches_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Get_Unique_from_Multiple_Exact_Matches_Unchecked_Ref_1,TMP_Get_Unique_from_Multiple_Exact_Matches_Unchecked_Ref_2	o	o	o	o	o	o	o	o	no	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Get_Unique_from_Multiple_Exact_Matches_Unchecked\Welocalize_Company.html
Case_43	TMP_Multiple_Exact_Matches_Latest	TMP_Multiple_Exact_Latest	TMP_Multiple_Exact_Matches_Checked	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Latest\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Matches_Latest_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_TMP_Multiple_Exact_Matches_Latest_Reference	o	o	o	o	o	o	o	o	o	Latest	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Latest\Welocalize_Company_IncludingRepeat.html
Case_44	TMP_Multiple_Exact_Matches_Oldest	TMP_Multiple_Exact_Oldest	TMP_Multiple_Exact_Matches_Unchecked	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Oldest\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Matches_Oldest_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multiple_Exact_Matches_Oldest_Reference	o	o	o	o	o	o	o	o	o	Oldest	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Oldest\Welocalize_Company_IncludingRepeat.html
Case_45	TMP_Multiple_Exact_Matches_Demoted	TMP_Multiple_Exact_Demote	TMP_Multiple_Exact_Matches_Unchecked	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Demoted\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Matches_Demoted_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multiple_Exact_Matches_Demoted_Reference	o	o	o	o	o	o	o	o	o	Demoted,10	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Matches_Demoted\Welocalize_Company_IncludingRepeat.html
Case_46	TMP_Multiple_Exact_Latest_No_Leverage_Options_for_Reimport	TMP_Multi_Latest_No_Reimp	TMP_Multiple_Exact_Latest_No_Leverage_Options_for_Reimport 	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Latest_No_Leverage_Options_for_Reimport\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Latest_No_Leverage_for_Reimport _Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multiple_Exact_Latest_No_Leverage_Reimport _Reference	o	o	o	o	o	o	o	o	o	Latest	o	o	o	no	no	no	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Latest_No_Leverage_Options_for_Reimport\Welocalize_Company_IncludingRepeat.html
Case_47	TMP_Multiple_Exact_Oldest_No_Leverage_Options_for_Reimport	TMP_Multi_Oldest_No_Reimp	TMP_Multiple_Exact_Oldest_No_Leverage_Options_for_Reimport 	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Oldest_No_Leverage_Options_for_Reimport\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Oldest_No_Leverage_for_Reimport _Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multiple_Exact_Oldest_No_Leverage_Reimport _Reference	o	o	o	o	o	o	o	o	o	Oldest	o	o	o	no	no	no	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Oldest_No_Leverage_Options_for_Reimport\Welocalize_Company_IncludingRepeat.html
Case_48	TMP_Multiple_Exact_Demoted_No_Leverage_Options_for_Reimport	TMP_Multi_Demote_No_Reimp	TMP_Multiple_Exact_Demoted_No_Leverage_Options_for_Reimport 	x	TestMatrix\Setup\TM_Profile\Multiple_Exact_Demoted_No_Leverage_Options_for_Reimport\tm_Multiple Exact Matches.xml	o	o	TMP_Multiple_Exact_Demoted_No_Leverage_for_Reimport _Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Multiple_Exact_Demoted_No_Leverage_Reimport _Reference	o	o	o	o	o	o	o	o	o	Demoted,10	o	o	o	no	no	no	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Multiple_Exact_Demoted_No_Leverage_Options_for_Reimport\Welocalize_Company_IncludingRepeat.html
Case_49	TMP_Leverage_Match_Threshold_Checked	TMP_Threshold_T	TMP_Leverage_Match_Threshold_Checked	x	TestMatrix\Setup\TM_Profile\Leverage_Match_Threshold_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Leverage_Match_Threshold_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Leverage_Match_Threshold_Checked_Reference	o	o	o	o	o	o	o	o	o	o	20	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Leverage_Match_Threshold_Checked\Welocalize_Company_IncludingRepeat_Leverage Match Threshold.html
Case_50	TMP_Leverage_Match_Threshold_Unchecked	TMP_Threshold_F	TMP_Leverage_Match_Threshold_Unchecked	x	TestMatrix\Setup\TM_Profile\Leverage_Match_Threshold_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Leverage_Match_Threshold_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Leverage_Match_Threshold_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Leverage_Match_Threshold_Unchecked\Welocalize_Company_IncludingRepeat_Leverage Match Threshold.html
Case_51	TMP_Number_of_Matches_Checked	TMP_Number_of_Matches_T	TMP_Number_of_Matches_Checked	x	TestMatrix\Setup\TM_Profile\Number_of_Matches_Checked\tm_Multiple Exact Matches.xml	o	o	TMP_Number_of_Matches_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Number_of_Matches_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	3	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Number_of_Matches_Checked\Welocalize_Company_IncludingRepeat.html
Case_52	TMP_Number_of_Matches_Unchecked	TMP_Number_of_Matches_F	TMP_Number_of_Matches_Unchecked	x	TestMatrix\Setup\TM_Profile\Number_of_Matches_Unchecked\tm_Multiple Exact Matches.xml	o	o	TMP_Number_of_Matches_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Number_of_Matches_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Number_of_Matches_Unchecked\Welocalize_Company_IncludingRepeat.html
Case_53	TMP_Display_TM_Matches_by_Checked	TMP_Display_TM_Match_by_T	TMP_Display_TM_Matches_by_Checked	x	TestMatrix\Setup\TM_Profile\Display_TM_Matches_by_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Display_TM_Matches_by_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Display_TM_Matches_by_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	TM Precedence	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Display_TM_Matches_by_Checked\Welocalize_Company.html
Case_54	TMP_Display_TM_Matches_by_Unchecked	TMP_Display_TM_Match_by_F	TMP_Display_TM_Matches_by_Unchecked	x	TestMatrix\Setup\TM_Profile\Display_TM_Matches_by_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Display_TM_Matches_by_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Display_TM_Matches_by_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Display_TM_Matches_by_Unchecked\Welocalize_Company.html
Case_55	TMP_Choose_Latest_Match_Checked	TMP_Choose_Latest_Match_T	TMP_Choose_Latest_Match_Checked	x	TestMatrix\Setup\TM_Profile\Choose_Latest_Match_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Choose_Latest_Match_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Choose_Latest_Match_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	yes	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Choose_Latest_Match_Checked\Welocalize_Company.html
Case_56	TMP_Choose_Latest_Match_Unchecked	TMP_Choose_Latest_Match_F	TMP_Choose_Latest_Match_Unchecked	x	TestMatrix\Setup\TM_Profile\Choose_Latest_Match_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Choose_Latest_Match_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Choose_Latest_Match_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	no	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Choose_Latest_Match_Unchecked\Welocalize_Company.html
Case_57	TMP_Type_sensitive_Leveraging_2_Checked	TMP_Type_sensitive_2_T	TMP_Type_sensitive_Leveraging_2_Checked	x	TestMatrix\Setup\TM_Profile\Type_sensitive_Leveraging_2_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Type_sensitive_Leveraging_2_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Type_sensitive_Leveraging_2_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	10	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Type_sensitive_Leveraging_2_Checked\Welocalize_Company.html
Case_58	TMP_Type_sensitive_Leveraging_2_Unchecked	TMP_Type_sensitive_2_F	TMP_Type_sensitive_Leveraging_2_Unchecked	x	TestMatrix\Setup\TM_Profile\Type_sensitive_Leveraging_2_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_Type_sensitive_Leveraging_2_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_Type_sensitive_Leveraging_2_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	no	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\Type_sensitive_Leveraging_2_Unchecked\Welocalize_Company.html
Case_59	TMP_No_Multiple_Exact_Matches_Checked	TMP_No_Multiple_Exact_T	TMP_No_Multiple_Exact_Matches_Checked	x	TestMatrix\Setup\TM_Profile\No_Multiple_Exact_Matches_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_No_Multiple_Exact_Matches_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_No_Multiple_Exact_Matches_Checked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	10	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\No_Multiple_Exact_Matches_Checked\Welocalize_Company.html
Case_60	TMP_No_Multiple_Exact_Matches_Unchecked	TMP_No_Multiple_Exact_F	TMP_No_Multiple_Exact_Matches_Unchecked	x	TestMatrix\Setup\TM_Profile\No_Multiple_Exact_Matches_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_No_Multiple_Exact_Matches_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_No_Multiple_Exact_Matches_Unchecked_Reference	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	no	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\No_Multiple_Exact_Matches_Unchecked\Welocalize_Company.html
Case_61	TMP_TU_Attributes_Match_Prioritising_Rules_Checked	TMP_TU_Attributes_T	TMP_TU_Attributes_Match_Prioritising_Rules_Checked	x	TestMatrix\Setup\TM_Profile\TU_Attributes_Match_Prioritising_Rules_Checked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_TU_Attributes_Match_Prioritising_Rules_Checked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_TU_Attributes_Match_Prioritising_Rules_Checked_Ref	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\TU_Attributes_Match_Prioritising_Rules_Checked\Welocalize_Company.html
Case_62	TMP_TU_Attributes_Match_Prioritising_Rules_Unchecked	TMP_TU_Attributes_F	TMP_TU_Attributes_Match_Prioritising_Rules_Unchecked	x	TestMatrix\Setup\TM_Profile\TU_Attributes_Match_Prioritising_Rules_Unchecked\tm_100_InContext_Fuzzy_NoMatch.xml	o	o	TMP_TU_Attributes_Match_Prioritising_Rules_Unchecked_Storage	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	TMP_TU_Attributes_Match_Prioritising_Rules_Unchecked_Ref	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	o	no	English (United States) [en_US]	fr_FR	French (France) [fr_FR]	en_US_fr_FR_T	57	TestMatrix\Setup\TM_Profile\TU_Attributes_Match_Prioritising_Rules_Unchecked\Welocalize_Company.html
